SMILES	Name	fsp3	hac	hba	hbd	mollogp	mw	narom	psa	qed	sascore
N#Cc1cnn(-c2ccc(N)cc2)c1F	ZINC72190425	0	15	4	2	1.465	202.065	2	67.63	0.719	2.499
NC(c1cc(CCCO)ccc1O)C(F)(F)F	ZINC72195345	0.455	17	3	4	1.879	249.098	1	66.48	0.768	2.853
Oc1cc(O)cc(C2CCC[NH2+]2)c1	ZINC72201505	0.4	13	3	4	0.496	180.102	1	57.07	0.601	4.438
COc1c(C2CCCN2C(=O)c2cnc(C3CC3)s2)c(C)nn1C	ZINC72234470	0.588	24	6	0	3.048	346.146	2	60.25	0.844	3.331
Cn1cc(NC(=O)C2OCC(=O)N(C)C2c2cccc(F)c2)cn1	ZINC72241669	0.312	24	7	1	1.096	332.128	2	76.46	0.925	3.385
COc1ccccc1OCc1ccc(C(=O)NC2CCCCC2C[NH+](C)C)o1	ZINC72245435	0.5	28	6	2	2.3	387.228	2	65.14	0.731	3.593
Cc1ccc(C)c(C(=O)OCC(=O)NC(=O)NC(C)C)c1	ZINC03427722	0.4	21	6	2	1.694	292.142	1	84.5	0.834	1.922
O=C(Nc1ccc2nccn2c1)C1CCCCN1C(=O)c1ccco1	ZINC72283757	0.278	25	7	1	2.561	338.138	3	79.85	0.794	2.85
COc1ccc(CNc2cc(Cl)ccc2C#N)cc1NC(C)=O	ZINC72290349	0.176	23	5	2	3.791	329.093	2	74.15	0.848	2.038
O=C(C[NH+]1CCC1c1ccccc1F)Nc1ccc(Br)cc1	ZINC72308971	0.235	22	3	2	2.557	363.051	2	33.54	0.858	3.76
COc1cccc(C2CC(c3c(=O)[nH]c4ccc(Br)cc4c3-c3ccccc3)=NO2)c1	ZINC72314546	0.12	31	5	1	5.832	474.058	4	63.68	0.398	2.962
CCOC(=O)CC(c1cc(OC)c(O)c(OC)c1)c1oc(CO)cc(=O)c1[O-]	ZINC72324674	0.368	28	9	2	1.014	393.119	2	138.49	0.638	3.537
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)[O-])O1	ZINC72330335	0.739	29	6	1	1.515	401.196	0	95.89	0.722	4.973
c1ccc(C(c2nn3c(nnc3C34CC5CC(CC(C5)C3)C4)s2)c2ccccc2)cc1	ZINC72333560	0.423	31	4	0	5.834	426.188	4	43.08	0.406	3.876
C=CCN1c2ccccc2C2(c3c(C)n[nH]c3OC(N)=C2C(=O)OCC)C1=O	ZINC05488932	0.25	28	8	3	1.663	380.148	2	110.54	0.622	3.981
O=C(c1cccnc1)C1CCN(C(=O)c2cc(F)cc(F)c2)CC1	ZINC12157060	0.278	24	4	0	3.095	330.118	2	50.27	0.803	2.095
COc1ccc(CC(=O)N2CCCC2c2cc(C(F)(F)F)c(CNC(C)=O)cn2)cc1	ZINC72356148	0.409	31	6	1	3.651	435.177	2	71.53	0.732	2.947
CC(=O)N1CCN(CC(N)=O)CC1c1ccc(C(F)(F)F)cc1	ZINC72367879	0.467	23	5	2	1.396	329.135	1	66.64	0.921	2.724
CC(C)OCC(=O)N1CCCCC1Cc1c2ccccc2sc1C(=O)N(C)C	ZINC72370514	0.545	28	5	0	3.952	402.198	2	49.85	0.71	3.061
COc1cc(C)c(C[NH+]2CCC(c3cc(=O)[nH]c(-c4ccccn4)n3)CC2)cc1OC	ZINC72392871	0.375	31	7	2	2.12	421.224	3	81.54	0.64	3.55
O=C(c1ccccc1)N1CCC(C2=N/C(=C3/C=CC=[NH+]C3=O)C=C([O-])N2)C1	ZINC19368667	0.2	27	7	2	-1.146	362.138	1	98.8	0.684	4.248
CCOC(=O)C1=C(C)Oc2nc(C)[nH]c(=O)c2C1c1cccs1	ZINC72408128	0.312	23	6	1	2.501	332.083	2	81.28	0.872	3.266
CNc1cc[nH+]c(N2CCCC3(CCC(=O)N(Cc4cccnc4)C3)C2)n1	ZINC72411986	0.5	27	7	2	1.742	367.225	2	75.5	0.898	4.38
COc1ccc(OC2CCN(C(=O)Cc3ccccc3O)CC2)cc1	ZINC72421626	0.35	25	5	1	3.013	341.163	2	59	0.898	1.972
CCC(C)(C)C(=O)N1CCCC2(CCC(=O)N(Cc3ccncc3)C2)C1	ZINC72426118	0.667	26	5	0	3.249	357.242	1	53.51	0.818	3.561
Cc1cccc(OC(C)C(=O)Nc2ccccc2C(=O)N2CCOCC2)c1	ZINC27973286	0.333	27	6	1	2.873	368.174	2	67.87	0.874	2.358
O=C1CCC2C[NH+](Cc3c[nH]cn3)CCC2N1CCc1ccccc1	ZINC72435485	0.5	25	5	2	1.048	339.218	2	53.43	0.867	4.465
CS(=O)(=O)N1CCCC1C(=O)N1CCN(Cc2cccc(F)c2)CC1	ZINC72472885	0.588	25	6	0	0.894	369.152	1	60.93	0.803	2.546
CCN1CC2(CCCN(c3nc(N)cc[nH+]3)C2)CCC1=O	ZINC72479118	0.667	21	6	3	0.707	290.198	1	76.6	0.885	4.639
O=C(NCCc1ccccc1F)C1CCCN(C(=O)Nc2ccccc2)C1	ZINC07241335	0.333	27	5	2	3.429	369.185	2	61.44	0.831	2.331
Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NC2CC2)c(C)c1	ZINC07054347	0.278	24	5	2	2.996	344.119	2	75.27	0.866	1.878
O=C(Cc1ccccc1)NCC(=O)OCc1cc(Cl)cc2c1OCOC2	ZINC07428694	0.263	26	6	1	2.609	375.087	2	73.86	0.783	2.319
O=C1c2ccccc2C(=O)N1CCCSc1cn[nH]n1	ZINC75104929	0.231	20	6	1	1.583	288.068	2	78.95	0.518	2.412
O=C(NC1CC[NH+]2CCCCC12)c1ccc(-c2ccco2)[nH]c1=O	ZINC75125402	0.444	24	6	3	0.574	328.166	2	79.54	0.786	4.545
CCc1ccc(S(=O)(=O)N2CC3CC2C(=O)O3)s1	ZINC75162576	0.545	18	5	0	0.999	287.029	1	63.68	0.789	4.224
CSc1nn(C)c(=O)n1-c1ccc(C)cc1C	ZINC75252291	0.333	17	4	0	1.91	249.094	2	39.82	0.768	2.519
CCCNC(=O)C(C)NC(=O)c1ccc(F)cc1F	ZINC07627037	0.385	19	4	2	1.609	270.118	1	58.2	0.861	2.257
CSc1ccc(C(=O)NCC(=O)Nc2ccc(F)c(Cl)c2)cc1[N+](=O)[O-]	ZINC07653532	0.125	26	7	2	3.478	397.03	2	101.34	0.432	2.117
CC[NH+](CC(=O)Nc1ccccc1)CC(=O)Nc1ccc(NC(C)=O)cc1	ZINC07669824	0.25	27	7	4	1.127	369.193	2	91.74	0.569	3.156
CC1(C)C[NH+]=C(N2CCN(C(=O)c3cc(Cl)ccn3)CC2)S1	ZINC76019185	0.533	22	5	1	0.455	339.105	1	50.41	0.824	3.395
COc1ccc(NC(=O)c2ccc(NC(=O)c3ccc(C)c([N+](=O)[O-])c3)cc2)cc1	ZINC07769491	0.091	30	8	2	4.416	405.132	3	110.57	0.446	1.786
CC1(C)C2CC1C(/C=N/N1C(=O)NC3(CCCCC3)C1=O)=CC2	ZINC07785067	0.722	23	5	1	3.219	315.195	0	61.77	0.618	4.944
CC(NC(=O)c1cc(S(=O)(=O)N(C)C)ccc1Cl)c1cccc2ccccc21	ZINC07791843	0.19	28	5	1	4.235	416.096	3	66.48	0.649	2.435
N#Cc1c(Cl)nsc1NCc1cccc(C(=O)N2CCCCC2)c1	ZINC52073390	0.353	24	5	1	3.906	360.081	2	69.02	0.867	2.442
Cc1nc(CC(=O)N(C)Cc2ccno2)cs1	ZINC77322513	0.364	17	5	0	1.641	251.073	2	59.23	0.836	2.635
Cc1csc(SCC(=O)N2CCOCC(O)(C[NH+]3CCCC3)C2)n1	ZINC77340476	0.75	24	6	2	-0.188	372.142	1	67.1	0.725	4.315
CC(C)Oc1cccc2c1c(NC(=O)Cn1cnnn1)nn2C	ZINC77407485	0.357	23	9	1	0.986	315.144	3	99.75	0.764	2.659
CCCCN1CC2(CCC[NH+](Cc3[nH+]ccn3C)C2)CCC1=O	ZINC77419749	0.778	23	5	2	0.427	320.258	1	43.82	0.858	5.734
Cc1c(O)cccc1C(=O)N1CCCC1c1nc(-c2ccccc2)no1	ZINC77488580	0.25	26	6	1	3.728	349.143	3	79.46	0.757	2.602
CC(=O)N1CCc2c(nc(-c3ccccn3)nc2NCCc2ccc(C)cc2)C1	ZINC77521684	0.304	29	6	1	3.406	387.206	3	71.01	0.712	2.401
O=C(Nc1ccc(F)cc1)c1ccc(Cl)cc1N1CCCC1=O	ZINC07942627	0.176	23	4	1	3.858	332.073	2	49.41	0.898	1.893
Cc1onc(-c2ccncn2)c1C(=O)NCCNC(=O)Cc1cccs1	ZINC77864010	0.235	26	8	2	1.59	371.105	3	110.01	0.616	2.528
O=C(NCCCNC(=O)c1ccccc1)c1c2cccnn2nc1-c1ccccc1	ZINC77921584	0.13	30	7	2	2.946	399.17	4	88.39	0.464	2.236
O=C(NCc1ccccc1-c1cccnc1)c1cc2n(n1)CCS2	ZINC77952401	0.167	24	5	1	2.981	336.104	3	59.81	0.788	2.649
CC(C)C(NC(=O)Cc1ccsc1)C(=O)N1CCc2nc(-c3ccccc3)oc2C1	ZINC77972582	0.348	30	6	1	3.671	423.162	3	75.44	0.639	3.039
CCSCCOC(=O)c1ccc(-n2cnnn2)cc1Cl	ZINC78445801	0.333	20	6	0	2.226	312.045	2	69.9	0.603	2.469
CC1Oc2c(cccc2C(=O)N(CCC[NH+](C)C)Cc2ccc(Cl)c(Cl)c2)NC1=O	ZINC78499439	0.364	30	6	2	2.89	450.135	2	63.08	0.675	3.68
Cc1ccccc1NS(=O)(=O)c1ccc(C(=O)Nc2cnccc2C)cc1	ZINC78507169	0.1	27	6	2	3.752	381.115	3	88.16	0.684	1.904
CC(=O)C1=C([O-])C(=O)N(CCCOC(C)C)C1c1ccc(C(C)C)cc1	ZINC78550075	0.524	26	5	0	2.712	358.202	1	69.67	0.667	3.16
CCC1C(=O)NCCN1C(=O)c1cnn(-c2ccc(Br)cc2)c1C	ZINC78607867	0.353	24	6	1	2.294	390.069	2	67.23	0.875	2.827
CCCOc1ccc(CNC(=O)NCCSc2ccc(Cl)cc2)cn1	ZINC78663317	0.333	25	5	2	4.115	379.112	2	63.25	0.489	2.177
CCOc1ccc(-c2nc(C)c(C(=O)Nc3cc(C(N)=O)ccc3Cl)s2)cc1	ZINC78782393	0.15	28	6	3	4.522	415.076	3	94.31	0.591	2.06
Cc1cnc(C(=O)NC(Cc2ccccc2)C2CC2)cn1	ZINC78826467	0.353	21	4	1	2.536	281.153	2	54.88	0.914	2.595
COc1ccccc1C(C)NC(=O)CN1CCN(c2cccc(C)c2C)CC1	ZINC78961614	0.435	28	5	1	3.311	381.242	2	44.81	0.819	2.41
CN(C(=O)Nc1nncs1)C1c2ccccc2-c2ccccc21	ZINC78991711	0.118	23	5	1	3.772	322.089	3	58.12	0.758	2.538
O=C(Cn1nnc(-c2ccccc2)n1)N1CCCC2CCCCC21	ZINC07279679	0.556	24	6	0	2.521	325.19	2	63.91	0.868	2.926
CC(C(=O)NC(Cc1ccc(F)cc1)c1ccccc1)S(C)(=O)=O	ZINC79040416	0.278	24	4	1	2.659	349.115	2	63.24	0.869	2.722
COc1cccc(C2CC2C(=O)NC(C(=O)Nc2cc[nH]n2)c2ccccc2)c1	ZINC79048368	0.227	29	7	3	3.018	390.169	3	96.11	0.572	3.49
CCn1c(=O)c2cc(Br)ccc2nc1SCC(=O)Nc1cc([N+](=O)[O-])ccc1Cl	ZINC21955026	0.167	29	8	1	4.471	495.961	3	107.13	0.223	2.245
CN(CC1CCC[NH+]1CCO)C1CC1	ZINC79418894	1	14	3	2	-0.88	199.181	0	27.91	0.631	5.165
CC(c1nccs1)N(C)C(=O)C[NH3+]	ZINC79436238	0.5	13	4	3	-0.096	200.086	1	60.84	0.763	3.833
N#Cc1ccc(NC(=O)CSc2nnc(-c3cccs3)o2)cc1Cl	ZINC06462742	0.067	24	6	1	4.054	375.986	3	91.81	0.65	2.324
COC(=O)CCNC(=O)c1cccnc1Sc1ccc(C)c(C)c1	ZINC32990272	0.278	24	5	1	3.143	344.119	2	68.29	0.804	2.133
O=C(COc1ccc(-c2ccccc2)cc1)N1CCCC1c1nc2ccccc2s1	ZINC08231760	0.2	30	4	0	5.706	414.14	4	42.43	0.412	2.476
O=C(NCCNc1ccccc1[N+](=O)[O-])C1CCCC1	ZINC08145666	0.5	20	6	2	2.313	277.143	1	84.27	0.475	1.908
Cc1ccc(-n2c(SCCCC#N)nc3sc4c(c3c2=O)CCCC4)cc1	ZINC08282912	0.381	27	4	0	5.03	395.113	3	58.68	0.331	2.465
Cc1ccc(NC(=O)CC(NC(=O)c2ccccc2Cl)c2ccccc2)cc1C	ZINC08291681	0.167	29	4	2	5.457	406.145	3	58.2	0.554	2.288
Cc1cc(C(=O)Nn2cnc3ccc(Br)cc3c2=O)on1	ZINC08327161	0.077	21	7	1	1.839	347.986	3	90.02	0.768	2.542
Cc1ccc(NC(=O)c2ccc(S(=O)(=O)NCC3CCCO3)cc2)cc1	ZINC01324709	0.316	26	6	2	2.705	374.13	2	84.5	0.81	2.308
Cc1ccc(S(=O)(=O)N2CC(O)CC2C(=O)OCC(=O)c2ccccc2Cl)cc1C	ZINC02643226	0.333	30	7	1	2.507	451.086	2	100.98	0.534	3.012
CCOC(=O)c1ccoc1CN1CCN(S(=O)(=O)c2ccc(C)c(C)c2)CC1	ZINC34873171	0.45	28	7	0	2.58	406.156	2	80.06	0.685	2.274
CCC(=O)N1c2ccc(-c3csc(NC(=O)C(C)(C)C)n3)cc2CC1C	ZINC01366682	0.45	26	5	1	4.482	371.167	2	62.3	0.827	2.894
CC1=NCCN1S(=O)(=O)c1c(C(C)C)cc(C(C)C)cc1C(C)C	ZINC19720607	0.632	24	4	0	4.48	350.203	1	49.74	0.752	2.904
[NH3+]CCc1c2cc(OCc3ccccc3)ccc2[nH]c1C(=O)[O-]	ZINC00187820	0.167	23	5	4	0.895	310.132	3	92.79	0.719	2.925
Cc1ccc(C(=O)Nc2cccc(C=O)c2)cc1	ZINC03220818	0.067	18	3	1	3.06	239.095	2	46.17	0.827	1.573
COc1ccc2c(c1)sc(C(=O)NNC(=O)Cc1cccc3ccccc31)c2Cl	ZINC00675284	0.091	29	5	2	4.72	424.065	4	67.43	0.445	2.173
Cc1ccccc1C(=O)Nc1cccc(NC(=O)COc2ccc(Cl)cc2Cl)c1	ZINC00997320	0.091	29	5	2	5.572	428.069	3	67.43	0.524	1.804
CCOC(=O)c1ccc(/N=C2/S/C(=C/c3ccc(OCC#N)c(OCC)c3)C(=O)N2C)cc1	ZINC08438922	0.25	33	8	0	4.398	465.136	2	101.22	0.403	2.576
C/C(=C/c1ccccc1)C[NH+]1CCCn2nc(CNC(=O)C3CCC3)cc2C1	ZINC82127227	0.478	28	5	2	2.191	379.25	2	51.36	0.811	3.899
COc1ccc(/C=C(/C#N)C(=O)Nc2c(C)cccc2C)cc1	ZINC00337294	0.158	23	4	1	3.858	306.137	2	62.12	0.667	1.979
COc1ccc(C/C(O)=N/c2c3c(nn2-c2ccc(F)cc2)CS(=O)C3)cc1OC	ZINC09413225	0.238	30	7	1	3.622	429.116	3	85.94	0.466	3.397
Cc1ccc2nc([N-]S(=O)(=O)c3ccc(Cl)cc3)c(Nc3ccc4[nH]c(=O)[nH]c4c3)nc2c1	ZINC01088495	0.045	33	9	3	4.899	479.069	5	134.7	0.314	3.143
N#Cc1ccc(-c2csc(Nc3ccc(Cl)cc3)n2)cc1	ZINC82237909	0	21	3	1	5.079	311.028	3	48.71	0.704	1.907
COc1ccc2c(c1)C[NH+](Cc1ccccc1)CO2	ZINC00534730	0.25	19	3	1	1.63	256.134	2	22.9	0.909	3.586
Cc1cc2cc(C(c3nnnn3CC3CCCO3)[NH+]3CCCCC3)c(=O)[nH]c2cc1C	ZINC00893957	0.565	31	8	2	1.469	423.251	3	90.13	0.655	4.331
CC(C)(C)OC(=O)N1CC(O)C([NH2+]CC2CC2)C1	ZINC83236030	0.923	18	5	3	-0.06	257.187	0	66.38	0.766	4.286
COc1cccc(S(=O)CC2CCCN(C(=O)OC(C)(C)C)C2)c1	ZINC83294969	0.611	24	5	0	3.45	353.166	1	55.84	0.814	3.214
O=[N+]([O-])c1ccc(-n2c(-c3ccccc3)cc(/C=N/c3cccc([N+](=O)[O-])c3)c2-c2ccccc2)cc1	ZINC59427645	0	37	8	0	7.378	488.148	5	103.57	0.135	2.551
COc1cc(/C=C/C(=O)[O-])cc(I)c1OC	ZINC33374200	0.182	16	4	0	1.071	332.962	1	58.59	0.619	2.771
COc1ccccc1C(N)(CC(=O)[O-])C(=O)OC(C)(C)C	ZINC83319649	0.467	21	6	2	0.331	294.134	1	101.68	0.803	3.276
[NH3+]C(Cc1c[nH]c2ccc(C(=O)[O-])cc12)C(=O)[O-]	ZINC83325244	0.167	18	6	4	-2.566	247.072	2	123.69	0.65	4.175
CCn1c([O-])c(/C=N/c2cccc3ccccc32)c(=O)c2ccccc21	ZINC06605450	0.091	26	4	0	3.999	341.129	4	57.42	0.51	2.69
COc1cc(Cl)c(S(=O)(=O)N2CC[NH+]=C2Cc2ccccc2)cc1Cl	ZINC04667295	0.235	25	5	1	1.728	399.034	2	60.58	0.838	3.083
CCCSCCCCCCCCCCC(=O)[O-]	ZINC04429792	0.929	17	2	0	3.39	259.173	0	40.13	0.467	2.655
O=C(Nc1cccc(Cl)c1Cl)N1CCC[NH+](Cc2ccc(Cl)cc2Cl)CC1	ZINC08616588	0.316	27	4	2	4.623	446.036	2	36.78	0.676	3.653
Cc1cc(C(=O)OCC(=O)NC2CCS(=O)(=O)C2)c(C)s1	ZINC07762952	0.538	21	6	1	0.825	331.055	1	89.54	0.839	2.85
O=C(CSc1nnc(-c2ccco2)n1Cc1ccccc1)Nc1c(Cl)cccc1C(F)(F)F	ZINC08619893	0.136	33	6	1	5.989	492.063	4	72.95	0.318	2.382
CC(C)(NCC(=O)Nc1cc(C(F)(F)F)ccc1-n1cncn1)c1ccc(Br)cc1	ZINC40149544	0.25	30	6	2	4.512	481.073	3	71.84	0.519	2.563
CN1C(=O)NC(=O)/C(=C/c2cc3c(cc2Cl)OCO3)C1=O	ZINC00087046	0.154	21	7	1	1.16	308.02	1	84.94	0.629	2.528
O=C(c1coc(-c2ccccc2)n1)N1CCOc2ncccc21	ZINC84564690	0.118	23	6	0	2.776	307.096	3	68.46	0.724	2.439
N#CC12CC3(CC1CCC1(C2)OCCO1)OCCO3	ZINC08655539	0.929	19	5	0	1.576	265.131	0	60.71	0.671	5.022
CC(C#N)CN(C)C(=O)CNC(=O)NCc1ccco1	ZINC49424595	0.462	20	7	2	0.697	278.138	1	98.37	0.814	2.911
CC1=C(C(=O)Nc2cccc(F)c2)C(c2cccs2)NC(=S)N1C	ZINC84677735	0.176	24	4	2	3.661	361.072	2	44.37	0.797	2.87
[NH3+]Cc1ccsc1C(O)c1ccc(Cl)cc1	ZINC00335612	0.167	16	2	4	2.225	254.041	2	47.87	0.869	3.432
CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(O)(O)=S)OC	ZINC17654927	0.864	30	6	2	5.808	466.252	0	85.22	0.094	3.24
O=C1N/C(=N/c2ccc(Cl)cc2)SC1Cc1cccc(Cl)c1Cl	ZINC13564515	0.125	23	3	1	5.109	383.966	2	41.46	0.766	3.235
COc1ccc(OC)c(C2C(C(=O)OC3CCCCCC3)=C(C)NC3=C2C(=O)CCC3)c1	ZINC19630159	0.538	32	6	1	4.938	439.236	1	73.86	0.496	2.971
O=C(CN1CC(c2ccccc2)NC1=S)N(Cc1ccco1)C1(C(=O)Nc2ccc(N3CCOCC3)cc2)CCCC1	ZINC08695909	0.406	42	9	2	4.328	587.257	3	90.29	0.343	3.508
CCc1ccc(N2C(=O)CC(N3CCC4(CC3)OCCO4)C2=O)cc1	ZINC18077640	0.579	25	6	0	1.72	344.174	1	59.08	0.788	3.361
CN(C(=O)CSc1nnc(C[NH+]2CCCCC2)n1Cc1ccccc1)c1ccccc1	ZINC08723996	0.375	31	6	1	2.65	436.217	3	55.46	0.55	3.168
CC1=NN(c2cccc(C(=O)[O-])c2)C(=O)/C1=C/c1ccc(-c2ccccc2C(=O)[O-])o1	ZINC22238474	0.043	31	8	0	1.48	414.085	3	126.07	0.588	3.088
Cc1ccc(Oc2nc3ccccc3n3c(=O)n(CC(=O)NCc4ccc(F)cc4)nc23)cc1	ZINC85644472	0.12	34	8	1	3.6	457.155	5	90.52	0.41	2.355
O=C1Nc2ccccc2/C1=C/NCc1ccccc1Cl	ZINC00200412	0.062	20	3	2	3.423	284.072	2	41.13	0.831	2.146
COc1ccc(C(=O)Nc2ccc3c(c2)CCC(=O)N3)cc1	ZINC08736282	0.176	22	5	2	2.832	296.116	2	67.43	0.909	1.816
COc1ccc(N2C(=O)CC(C3CCCO3)C2=O)cc1	ZINC00250894	0.467	20	5	0	1.754	275.116	1	55.84	0.795	2.876
Cc1cc(OCCCC(=O)NC(C(N)=O)c2ccccc2)ccc1Cl	ZINC08748319	0.263	25	5	3	3.15	360.124	2	81.42	0.7	2.409
Cc1cccc(CN2C(=O)CSc3ccc(C(=O)NCc4ccccc4Cl)cc32)c1	ZINC03638439	0.167	30	4	1	5.217	436.101	3	49.41	0.574	2.189
Cc1ccc(S(=O)(=O)/N=C(/Nc2cccc3ccccc32)c2ccccc2)cc1	ZINC15777268	0.042	29	4	1	5.396	400.125	4	58.53	0.357	2.07
CC1CC=C2C(=O)OCC2CC(=O)C1	ZINC38434819	0.636	14	3	0	1.475	194.094	0	43.37	0.554	3.906
CSCCC(NC(=O)OC(C)(C)C)C(=O)NCC1CCC(C(=O)NC(C(=O)[O-])C(C)C)CC1	ZINC08790379	0.826	33	9	3	1.446	486.264	0	136.66	0.406	3.485
CC1CCCC(NC(=O)c2cc(Sc3ccc(F)cc3F)nc3ccccc32)C1C	ZINC08812547	0.333	30	3	1	6.219	426.158	3	41.99	0.538	3.307
CC(C(=O)NC1CCC(C)CC1)C1Sc2ccccc2N(Cc2ccc(F)cc2Cl)C1=O	ZINC03056066	0.44	32	4	1	5.818	474.154	2	49.41	0.584	3.325
CCS(=O)(=O)N1CCc2cc(C(=O)COC(=O)CSc3ccc4ccccc4c3)ccc21	ZINC08883946	0.25	32	6	0	4.07	469.102	3	80.75	0.271	2.441
COc1ccc(SCc2nc3ccc(Cl)cc3c(=O)n2-c2ccccc2C)cc1	ZINC03050394	0.13	29	4	0	5.648	422.086	4	44.12	0.381	2.138
COc1cc(C(=O)NCc2ccccc2S(=O)(=O)N2CCOCC2)ccc1OCc1ccccc1	ZINC08981220	0.269	35	8	1	3.225	496.167	3	94.17	0.481	2.134
Cc1nc(C)c(C(=O)OCC(=O)Nc2ccc(Cl)cn2)s1	ZINC08988733	0.231	21	6	1	2.604	325.029	2	81.18	0.871	2.152
CCCCCCN1C(=O)/C(=C/c2c(C)c3cc4c5c(c3oc2=O)CCCN5CCC4)C(=O)N=C1S	ZINC09087049	0.481	35	7	0	4.419	493.204	2	83.19	0.203	3.257
CC1CCCC[NH+]1CCCNc1cnn(-c2ccc(C(F)(F)F)cn2)c(=O)c1Cl	ZINC09114404	0.526	29	6	2	2.559	430.162	2	64.25	0.69	4.29
COc1cc(C2c3c(oc4ccc(F)cc4c3=O)C(=O)N2CC2CCCO2)cc(OC)c1OC	ZINC02344799	0.36	34	8	0	3.682	469.154	3	87.44	0.529	3.264
COc1ccc(C(CNC(=O)c2oc3cc(C)c(Cl)cc3c2C)[NH+]2CCCC2)cc1	ZINC09204252	0.375	30	5	2	3.861	427.179	3	55.91	0.608	3.79
CCOC(=O)c1cccc(NC(=O)C2CCCN(c3ncnc4c3nc3n4CCCCC3)C2)c1	ZINC09211037	0.48	34	9	1	3.585	462.238	3	102.24	0.564	2.99
CS(=O)(=O)c1ccc(C(=O)/C=C/c2ccccc2)cc1	ZINC09219368	0.062	20	3	0	2.986	286.066	2	51.21	0.635	1.732
COc1ccc(S(=O)(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1C(=O)N1CCCC1	ZINC09191842	0.304	33	9	1	2.53	470.162	3	102.64	0.596	2.314
COC(=O)Cn1c(=O)c(C(=O)COC(=O)C2(C)CC2(Cl)Cl)c(N)n(Cc2ccccc2)c1=O	ZINC09254886	0.381	33	10	2	1.123	497.076	2	139.69	0.329	3.124
COC(=O)c1ccc(NC(=O)CSc2nnc(CC(=O)Nc3cccc(C(F)(F)F)c3)n2C)cc1	ZINC01075922	0.227	35	9	2	3.533	507.119	3	115.21	0.346	2.291
Cc1ccc2c(c1)N(C(=O)CCC(=O)NCC1CCCO1)CC(C)O2	ZINC06797959	0.579	25	6	1	2.184	346.189	1	67.87	0.89	3.104
CCn1c(SCC(=O)Nc2cc(Cl)cc(Cl)c2)nnc1C(C)NC(=O)c1ccccc1	ZINC01144752	0.238	31	7	2	4.827	477.079	3	88.91	0.433	2.651
CCOc1cc(C(=O)Nc2c3c(nn2-c2cccc(Cl)c2)CSC3)cc(OCC)c1OCC	ZINC09391591	0.333	33	7	1	5.721	487.133	3	74.61	0.407	2.619
O=C([O-])Cn1c(=O)c2c3c(sc2n(CC(=O)c2ccccc2)c1=O)CCCC3	ZINC06758927	0.3	28	7	0	0.736	397.086	3	101.2	0.601	2.73
CCOC(=O)c1ccccc1NC(=O)Cn1cnc2c(cnn2-c2ccc(Cl)cc2)c1=O	ZINC09416435	0.136	32	9	1	3.051	451.105	4	108.11	0.446	2.215
O=C(CN1C(=O)COc2ccc(S(=O)(=O)N3CCCCCC3)cc21)NC1CCCc2ccccc21	ZINC09430679	0.462	35	8	1	3.171	497.198	2	96.02	0.675	2.904
CCN(CC)S(=O)(=O)c1ccc(C(=O)OC(C)c2nnc(-c3ccc(F)cc3)o2)cc1	ZINC09460333	0.286	31	8	0	3.824	447.126	3	102.6	0.469	2.724
COC(=O)c1ccc2c(c1)nc(SCc1cc(=O)n3ccccc3n1)n(CC1CCCO1)c2=O	ZINC02971104	0.292	34	9	0	2.662	478.131	4	104.79	0.236	3.023
Cc1ccc(Cl)cc1NC(=O)CSc1ncnc2c1cnn2Cc1ccccc1	ZINC09478452	0.143	29	6	1	4.567	423.092	4	72.7	0.347	2.187
O=C(CN1C(=O)S/C(=C/c2cccc(Cl)c2)C1=O)Nc1ccc2nccnc2c1	ZINC09486057	0.05	29	7	1	3.958	424.04	3	92.26	0.615	2.298
Cc1noc(/C=C/c2cccs2)c1S(=O)(=O)N1CCC(C(=O)N2CCC(C)CC2)CC1	ZINC09503214	0.545	31	7	0	3.874	463.16	2	83.72	0.65	2.719
Cc1ccc(C(=O)OC(C)C(=O)NC(=O)NC2CCCCC2)cc1NC(=O)c1ccco1	ZINC09508865	0.391	32	9	3	3.544	441.19	2	126.74	0.575	2.677
COc1cc(C2CC(=O)NC3=C2C(=O)CC(c2ccccc2Cl)C3)c(OC)cc1Br	ZINC09560062	0.304	30	5	1	5.124	489.034	2	64.63	0.62	3.283
Cc1ccc(Cn2ncc3c2nc(C)cc3C(=O)N2CCN(c3cc(C)nc(C(C)C)n3)CC2)cc1	ZINC09586133	0.393	36	8	0	4.281	483.275	4	80.04	0.404	2.564
CCCCn1c(N)c(N(C)C(=O)c2ccc3c(c2)CC(c2ccccc2)OC3=O)c(=O)[nH]c1=O	ZINC09593732	0.28	34	9	3	2.65	462.19	3	127.49	0.54	3.081
CC1Cc2ccccc2N1S(=O)(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1	ZINC09632715	0.368	28	7	0	1.847	422.097	2	83.99	0.756	2.636
NC(=O)c1c(NC(=O)COC(=O)C23CCC(=O)N2c2ccccc2S3)sc2c1CCCC2	ZINC09703445	0.364	32	8	3	2.837	471.092	2	118.8	0.643	3.234
